"","group","x1","x2","x3","x4"
"1","A",2.27736527620356,1.84435679287252,7.35638095340693,3.74102338112517
"2","A",-0.347710831003788,3.06488700169341,2.95770192921219,-0.958440330801241
"3","A",-3.64296140037377,-0.021714822242882,2.51326284958334,2.85249466424582
"4","A",4.14835598862425,3.25320668563627,3.56996251612973,3.62032538310893
"5","A",-2.52983454204628,3.44196025651941,-7.06613665888227,2.96367128385043
"6","A",-1.30196586450312,-0.0464486283591561,2.78115710216054,6.68870456583131
"7","A",0.0606318982249885,-2.21320822181884,0.458812884456947,4.97331099355347
"8","A",-0.80525076378462,-1.49831486882489,0.946674813602146,7.96512940803617
"9","A",4.88946507627297,1.99537354004855,3.28634994040618,2.71698927772771
"10","A",-0.788879818817342,0.259642543385297,0.461412182053043,2.51083027328854
"11","A",5.1189609484607,3.43924530699587,3.10473516788549,7.54710017290264
"12","A",0.514194430349158,4.26724925386588,4.90641384172018,0.707311509362274
"13","A",-1.14669885100568,1.71445698879685,0.33285944816599,0.695037328034661
"14","A",1.34929222558815,3.48810431991965,1.55570292723485,3.23429079726922
"15","A",0.0148981805634106,0.0589474158260601,-0.0351162224194494,1.5396581133668
"16","A",0.627523163865814,3.41369703798494,5.97967517203633,3.94072816666262
"17","A",1.17730756908179,1.03811655966935,-1.14667599158749,4.95577048100981
"18","A",2.51611686975899,2.98948109183121,4.86230482908184,4.87758380307164
"19","A",-0.373456661982808,4.86962275967147,5.52251195154483,0.87815460150712
"20","A",2.64561081505063,3.97307734126267,2.66396311482827,5.55066990559334
"21","A",1.76616382927634,4.25929368515498,5.90738776386073,1.79684676555088
"22","A",3.54994035435947,3.34342886443852,1.43620910554102,4.65120801549586
"23","A",-1.95783404285513,7.59869355985303,0.237515445241244,1.78101891111608
"24","A",2.69520427461914,1.45884589530722,2.35661515481702,4.0577205069913
"25","A",0.735753604472413,3.93558260062056,0.779297407727212,2.10273569688145
"26","A",2.11028007664408,1.69698711062459,2.3985636635112,6.73222847952578
"27","A",1.35814838435505,1.10176182695184,1.78063079089363,1.44670180669966
"28","A",5.0363834004469,2.2178268552031,1.5110694372647,1.82774987632517
"29","A",-0.0722782189460027,-1.81464077022646,4.91015758278541,1.99694409905297
"30","A",0.0333184676848011,-1.50660223068128,6.22050217688723,5.18662651718191
"31","A",-0.5342671255638,-0.378722347849336,1.54355886165629,4.07594823079556
"32","A",2.41821731445037,1.93508760215722,1.62544895653281,2.63374931912833
"33","A",2.17543530609453,4.42219198050345,1.62452452261199,1.58413639764198
"34","A",1.89670615076759,2.10122110834962,5.73794485677366,6.36460805638616
"35","A",0.436658352290056,-0.961167588646123,1.9519163622561,5.63492567154547
"36","A",-1.69500810613278,0.907778353373766,-0.572127762702339,0.838298645811959
"37","A",1.59832274212498,2.86245749886866,2.56340269374435,4.39201931430609
"38","A",2.49590625440887,1.05838572563813,3.62624995300877,5.72620782488987
"39","A",1.20125835537714,2.01497557106273,0.738834768113028,3.1008922064368
"40","A",1.48817739804569,3.16429356192659,6.8921133003153,2.31380069729503
"41","A",0.174775755358195,0.691833896950753,-2.07424581445808,2.65223429677531
"42","A",1.17690036098528,2.92168540515017,5.87364255602444,4.75419796520509
"43","A",-0.979191214219276,0.573836787224228,-0.756119856268168,3.75002018781057
"44","A",3.18938897176283,2.56486997388743,7.2385076801105,3.59199311940509
"45","A",0.608141301681411,0.753621945106178,0.650573323103147,6.27075573113177
"46","A",2.97456977750934,2.67183703304678,6.39331824463911,3.21701693274852
"47","A",-1.28412177219252,1.64133511052499,0.891449140735654,3.34740000603648
"48","A",2.70681306446124,2.00335929307363,1.34666388241691,6.77494671764023
"49","A",-1.89616776459721,0.764654778878197,0.0398187482951968,6.70676531181916
"50","A",-1.70359976279836,1.32703190584641,7.92110818216482,5.43558401094952
"51","A",1.16987747129372,1.16033911686567,-1.52343935848822,4.93787186285985
"52","A",1.55509895149165,3.05072867307641,7.58472247788822,7.20920023752802
"53","A",3.65334841712182,5.56141939358937,8.81083204556828,6.72611406189721
"54","A",-0.165406543284076,-2.35224420238327,-3.74004183635684,1.03041750233937
"55","A",0.242315413441945,0.448671131760459,2.5781700902441,4.39760195009854
"56","A",1.31007267316499,3.74534188593099,8.81705401572385,5.17315602933788
"57","A",2.02406369849925,1.00123637301117,6.31317653325082,5.46909239719714
"58","A",5.35741885072544,5.35686581764483,3.31633262379195,5.04799793189823
"59","A",-1.54124394076454,1.76967972342246,0.768349615814985,4.15410549690164
"60","A",6.54694014718776,5.54058449203828,5.3577835485536,4.38461471469735
"61","A",2.70505788250323,-0.218928217228193,-2.50847828494015,2.29017593524726
"62","A",0.405771027467429,4.65338714519794,6.15522710971313,3.02922989960122
"63","A",3.7680887909895,2.08785490682196,1.81130431731188,6.13793201110714
"64","A",3.67833074035226,-3.40716844600293,0.853964614043596,6.3423635370341
"65","A",1.04441348838458,5.93927448987424,4.72545995733917,3.29224730930057
"66","A",0.5285486862488,2.98651050057702,2.59890904402325,1.04349602455112
"67","A",1.51827788763079,1.46645871798673,4.90889873584124,4.45388876735809
"68","A",1.3391823853364,1.04166508245571,0.097173213439858,3.65657988148154
"69","A",2.15709662163734,1.91880666011206,7.7188241176391,5.07472335306784
"70","A",0.075968063612244,-1.47164448519153,1.11459491883549,2.7827661139949
"71","A",4.34109529831321,1.53123855635617,7.05460957771219,6.19264681114267
"72","A",0.857556795375318,4.63483624914368,3.89383472368045,-0.0997767189747609
"73","A",-0.707872128505867,-0.719669640589628,1.28712055924565,2.36355112904205
"74","A",1.66991839084054,1.66461348236837,2.56484580659126,5.39666955212004
"75","A",1.83627871138017,4.19639701787809,-3.34404526920831,1.21564324675434
"76","A",2.63748041649884,2.74136704758322,4.68672706550879,8.09156796404291
"77","A",-0.838271575046271,1.5006153955702,0.0254822699190083,0.0891837352881586
"78","A",-2.25865098608297,-0.962306604758263,2.93560962199671,5.23404560435551
"79","A",-0.535684862137445,-1.31842860236567,1.38898060600072,5.54626767299203
"80","A",-2.06238165465786,6.30205525811175,3.04808588856752,0.79274038402532
"81","B",0.453029081864242,0.848151087083079,-1.44129343738032,-0.0456051279810854
"82","B",3.38902219797827,3.82949638476921,7.98103821820174,5.73608146532296
"83","B",-0.0850972574360136,7.01438547772466,2.00476438251669,2.25087528252439
"84","B",1.33123231790487,2.33899277992942,-2.17999801201941,4.45389054269254
"85","B",2.71354204408965,0.322305573711946,2.09583555450091,6.17221180282593
"86","B",-0.738162346254384,4.17359768516511,3.40683478957432,2.91579237165229
"87","B",3.99520017798314,2.14510127253728,3.14926691795367,5.14200381839223
"88","B",-1.07074908493209,2.48512799431691,4.05276049065323,6.15543498474451
"89","B",1.15741144462906,0.634774390868535,4.25629390105733,6.87732791259898
